fstvlNm,fstvlStartDate,fstvlEndDate,rdnmadr,lnmadr,addr,latitude,longitude
임동민 피아노 리사이틀,2023-09-10,2023-09-10,제주특별자치도 제주시 애월읍 화전길 201,,제주특별자치도 제주시 애월읍 화전길,33.3491148,126.3819841
제주 4. 3 가록물 유네스코세계기록유산등재기원음악회,2023-09-11,2023-09-11,제주특별자치도 제주시 전농로 40 삼도1동행정복지센터,,제주특별자치도 제주시 전농로 40,33.5042624,126.5173257
어린이 북 콘서트 <퍼플엘리>,2023-09-12,2023-09-12,제주특별자치도 제주시 애월읍 장전로 106 장전리사무소,,제주특별자치도 제주시 애월읍 장전로,33.4521198,126.3908329
크쉬시토프 야블론스키 리싸이틀,2023-09-13,2023-09-13,제주특별자치도 서귀포시 월드컵로 33,,제주특별자치도 서귀포시 월드컵로 33,33.2464668,126.5090074
정선아리랑제,2023-09-14,2023-09-17,강원도 정선군 정선읍 봉양3길 17,강원도 정선군 정선읍 봉양리 253-1,강원도 정선군 정선읍 봉양3길,37.3799788,128.6606272
원주삼토페스티벌,2023-09-14,2023-09-17,강원도 원주시 서원대로 311,강원도 원주시 명륜동 342,강원도 원주시 서원대로 311,37.3365966,127.9437813
도립제주교향악단 제164회 정기연주회,2023-09-14,2023-09-14,제주특별자치도 제주시 구좌읍 김녕로 209,,제주특별자치도 제주시 구좌읍 김녕로,33.5541269,126.7553151
제36회 제주대학교 윈드심포니 정기연주회,2023-09-15,2023-09-15,제주특별자치도 서귀포시 표선면 녹산로 381-15,,제주특별자치도 서귀포시 표선면 녹산로,33.396036,126.729377
2023년 김창옥 토크 콘서트,2023-09-16,2023-09-16,제주특별자치도 제주시 우도면 우도해안길 70,,제주특별자치도 제주시 우도면 우도해안길,33.5065528,126.9549021
제4회 양평부추축제,2023-09-16,2023-09-17,경기도 양평군 양동면 양동역길 19,경기도 양평군 양동면 쌍학리 223-2,경기도 양평군 양동면 양동역길,37.420173,127.7532135
여수여자만갯벌노을체험행사,2023-09-16,2023-09-17,전라남도 여수시 소라면 서부로 785-24,,전라남도 여수시 소라면 서부로,34.7807751,127.5899143
2023 수원화성 미디어아트쇼,2023-09-16,2023-10-15,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동 6-2,경기도 수원시 팔달구 정조로,37.2760021,127.0155369
치악산왕발걸음축제,2023-09-16,2023-09-16,강원도 원주시 소초면 평장동길 86-16,강원도 원주시 소초면 평장리 823-7,강원도 원주시 소초면 평장동길,37.4163132,128.001427
팔공산 왕건축제,2023-09-16,2023-09-16,,대구광역시 동구 지묘동 1220-19,대구광역시 동구 지묘동 1220-19,35.9426762,128.6427008
히사이조 영화음악 콘서트,2023-09-17,2023-09-17,제주특별자치도 서귀포시 남원읍 서성로 788,,제주특별자치도 서귀포시 남원읍 서성로,33.3188775,126.6742738
가족 뮤지컬 <어린이 CAT>,2023-09-18,2023-09-18,제주특별자치도 서귀포시 대정읍 가파로 2,,제주특별자치도 서귀포시 대정읍 가파로,33.169671,126.2725676
도립제주교향악단 제163회 정기연주회,2023-09-19,2023-09-19,제주특별자치도 서귀포시 이어도로 668,,제주특별자치도 서귀포시 이어도로 668,33.2336881,126.4875701
2023 Rejoice Choir Concert,2023-09-20,2023-09-20,제주특별자치도 제주시 한림읍 한림중앙로 71-9,,제주특별자치도 제주시 한림읍 한림중앙로,33.4012313,126.2707027
봉화송이축제,2023-09-21,2023-09-24,,경상북도 봉화군 봉화읍 내성리 506,경상북도 봉화군 봉화읍 내성리,36.8868176,128.7407815
2023 원주 댄싱카니발,2023-09-22,2023-09-24,강원도 원주시 단구로 170,강원도 원주시 명륜동 345,강원도 원주시 단구로 170,37.3361369,127.9465482
제17회 기산국악제전,2023-09-22,2023-09-23,경상남도 산청군 단성면 상동길 69,경상남도 산청군 단성면 사월리 1399,경상남도 산청군 단성면 상동길,35.2767474,127.9324188
(미확정)동해무릉제,2023-09-22,2023-09-24,강원도 동해시 덕골길 10,강원도 동해시 천곡동 363-1,강원도 동해시 덕골길 10,37.5174126,129.1014448
사천읍성 문화축제,2023-09-22,2023-09-23,경상남도 사천시 사천읍 수양공원길 51,,경상남도 사천시 사천읍 수양공원길,35.0842694,128.0929385
2023 백제문화제,2023-09-23,2023-10-09,충청남도 부여군 부여읍 백강로 135,충청남도 부여군 부여읍 구교리 15-3,충청남도 부여군 부여읍 백강로,36.2845361,126.9043263
2023 세계유산축전 수원화성,2023-09-23,2023-10-14,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동 6-2,경기도 수원시 팔달구 정조로,37.2760021,127.0155369
시(詩)를 노래하는 달빛 콘서트,2023-09-23,2023-09-03,대구광역시 달서구 월곡로 5,대구광역시 달서구 도원동 898-1,대구광역시 달서구 월곡로 5,35.7981341,128.547738
용인어린이상상의숲 가을특별행사 온 가족이 함께하는 <상상북크닉>,2023-09-23,2023-09-23,경기도 용인시 처인구 동백죽전대로 61,경기도 용인시 처인구 삼가동 28-6,경기도 용인시 처인구 동백죽전대로,37.2516527,127.1659836
구미한가위 전통연희축제,2023-09-29,2023-09-30,,경상북도 구미시 남통동 289-3,경상북도 구미시 남통동 289-3,36.1112732,128.3139749
광양숯불구이축제,2023-10-01,2023-10-01,전라남도 광양시 광양읍 남등길 6,전라남도 광양시 광양읍 칠성리 946,전라남도 광양시 광양읍 남등길,34.9724909,127.5803806
용전들노래 가을걷이 한마당,2023-10-01,2023-10-31,광주광역시 북구 용전마을길 42(용전동),광주광역시 북구 용전동 171-3,광주광역시 북구 용전마을길 42,35.2387596,126.8972191
비산나루터 문화축제,2023-10-01,2023-10-31,,경상북도 구미시 비산동 1,경상북도 구미시 비산동 1,36.123986,128.3840483
제10회 수영강변축제,2023-10-01,2023-10-01,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,부산광역시 해운대구 중동2로 11,35.1629739,129.1637236
제11회 재송포축제,2023-10-01,2023-10-01,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,부산광역시 해운대구 중동2로 11,35.1629739,129.1637236
장산제,2023-10-01,2023-10-01,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,부산광역시 해운대구 중동2로 11,35.1629739,129.1637236
제20회 담안골 문화축제,2023-10-01,2023-10-01,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,부산광역시 해운대구 중동2로 11,35.1629739,129.1637236
달맞이언덕 인문학 축제,2023-10-01,2023-10-01,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,부산광역시 해운대구 중동2로 11,35.1629739,129.1637236
증평인삼골축제,2023-10-01,2023-10-01,충청북도 증평군 증평읍 문화로 7,충청북도 증평군 증평읍 증평리 563,충청북도 증평군 증평읍 문화로,36.7843472,127.5903363
구미 독서문화 축제,2023-10-01,2023-10-31,경상북도 구미시 경은로 85,,경상북도 구미시 경은로 85,36.1136102,128.3359928
치악산한우축제,2023-10-01,2023-10-01,강원도 원주시 단구로 170,강원도 원주시 명륜동 345,강원도 원주시 단구로 170,37.3361369,127.9465482
최계란 선생 대구아리랑제,2023-10-01,2023-10-01,대구광역시 동구 팔공로50길 66,,대구광역시 동구 팔공로50길 66,35.9213461,128.6506826
동백섬문화관광축제,2023-10-01,2023-10-01,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,부산광역시 해운대구 중동2로 11,35.1629739,129.1637236
원주 독서대전,2023-10-01,2023-10-01,강원도 원주시 단구로 170,강원도 원주시 명륜동 345,강원도 원주시 단구로 170,37.3361369,127.9465482
양양 송이&연어축제,2023-10-04,2023-10-08,,강원도 양양군 양양읍 남문리 226-2,강원도 양양군 양양읍 남문리,38.0720146,128.6208156
부산국제영화제 전야제,2023-10-04,2023-10-04,부산광역시 중구 비프광장로 36,부산광역시 중구 남포동5가 18-1,부산광역시 중구 비프광장로 36,35.0986158,129.0287567
천안흥타령춤축제,2023-10-05,2022-10-09,충청남도 천안시 서북구 번영로 208,,충청남도 천안시 서북구 번영로,36.8374187,127.1221731
구로G페스티벌,2023-10-06,2023-10-08,서울특별시 구로구 가마산로 245,서울특별시 구로구 구로동 435,서울특별시 구로구 가마산로 245,37.4952909,126.8876545
제11회 연수 능허대 문화축제,2023-10-06,2023-10-08,,인천광역시 연수구 송도동 1,인천광역시 연수구 송도동 1,37.3952846,126.6597511
2023 군산시간여행축제,2023-10-06,2023-10-09,전라북도 군산시 중앙로 178,전라북도 군산시 중앙로1가 11-1,전라북도 군산시 중앙로 178,35.9841883,126.7144643
원주 평생학습 축제,2023-10-06,2023-10-07,강원도 원주시 원일로 139,강원도 원주시 일산동 211,강원도 원주시 원일로 139,37.3515729,127.9468045
단양온달문화축제,2023-10-06,2023-10-09,충청북도 단양군 단양읍 중앙1로 10,충청북도 단양군 단양읍 별곡리 300,충청북도 단양군 단양읍 중앙1로,36.9857954,128.3669828
삼척동해왕이사부축제,2023-10-06,2023-10-08,강원도 강원도 삼척시 엑스포로 45,강원도 강원도 삼척시청 성남동 1-5,강원도 강원도 삼척시 엑스포로,37.4367707,129.1549656
제6회의성슈퍼푸드마늘축제,2023-10-06,2023-10-08,경상북도 의성군 의성읍 군청길 31,경상북도 의성군 의성읍 후죽리 509-2,경상북도 의성군 의성읍 군청길,36.3523738,128.6987284
생거진천 문화축제,2023-10-06,2023-10-08,충청북도 진천군 진천읍 백사천길 17,충청북도 진천군 진천읍 읍내리 209-9,충청북도 진천군 진천읍 백사천길,36.8597692,127.4500455
자라섬 국제재즈페스티벌,2023-10-06,2023-10-09,경기도 가평군 가평읍 자라섬로 60,경기도 가평군 가평읍 달전리 산7,경기도 가평군 가평읍 자라섬로,37.8197681,127.5180134
금산인삼축제,2023-10-06,2023-10-15,충청남도 금산군 금산읍 인삼광장로 30,충청남도 금산군 금산읍 신대리 392,충청남도 금산군 금산읍 인삼광장로,36.0995894,127.5004625
안성맞춤 남사당 바우덕이 축제,2023-10-06,2023-10-09,경기도 안성시 보개면 남사당로 198,경기도 안성시 보개면 복평리 303-3번지,경기도 안성시 보개면 남사당로,37.0432724,127.3095235
곡성심청어린이대축제,2023-10-06,2023-10-09,전라남도 곡성군 오곡면 기차마을로 233,전라남도 곡성군 오곡면 오지리 770-5,전라남도 곡성군 오곡면 기차마을로,35.2741688,127.3115193
2023년 외솔한글한마당,2023-10-06,2023-10-09,울산광역시 중구 시계탑거리 4,,울산광역시 중구 시계탑거리 4,35.5551142,129.3216031
황룡강 가을꽃축제,2023-10-07,2023-10-15,,전라남도 장성군 장성읍 기산리 461-1,전라남도 장성군 장성읍 기산리,35.3041909,126.7728683
용마폭포 문화예술축제,2023-10-07,2023-10-08,서울특별시 중랑구 용마산로 250-12,서울특별시 중랑구 면목동 산 1-4,서울특별시 중랑구 용마산로 250-12,37.573234,127.0912609
종교연합바자회,2023-10-07,2023-10-07,서울특별시 강북구 인수봉로 159,서울특별시 강북구 수유동 498-16,서울특별시 강북구 인수봉로 159,37.6345142,127.0113541
영천보현산별빛축제,2023-10-07,2023-10-09,경상북도 영천시 화북면 별빛로 681-32,경상북도 영천시 화북면 정각리 689,경상북도 영천시 화북면 별빛로,36.1259074,128.9706236
부산국제록페스티벌,2023-10-07,2023-10-08,부산광역시 사상구 낙동대로 1231,부산광역시 사상구 삼락동 617-3,부산광역시 사상구 낙동대로 1231,35.1591498,128.9754907
제60회 수원화성문화제,2023-10-07,2023-10-09,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동 6-2,경기도 수원시 팔달구 정조로,37.2760021,127.0155369
2023년 은계호수공원 가을콘서트,2023-10-07,2023-10-08,,경기도 시흥시 계수동 716,경기도 시흥시 계수동 716,37.4517466,126.8121631
진주남강유등축제,2023-10-08,2023-10-22,경상남도 진주시 남강로 626,경상남도 진주시 본성동 415,경상남도 진주시 남강로 626,35.1899492,128.0809347
2023 정조대왕 능행차 공동재현,2023-10-08,2023-10-09,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동 6-2,경기도 수원시 팔달구 정조로,37.2760021,127.0155369
제50회 지리산평화제,2023-10-10,2023-10-14,경상남도 산청군 시천면 지리산대로 520,경상남도 산청군 시천면 중산리 519,경상남도 산청군 시천면 지리산대로,35.2785867,127.7926379
용암산성 옥샘문화재,2023-10-10,2023-10-10,대구광역시 동구 팔공로24길 171,,대구광역시 동구 팔공로24길 171,35.910042,128.6499725
제42회설성문화제,2023-10-12,2023-10-15,충청북도 음성군 음성읍 수정로 38,충청북도 음성군 음성읍 읍내리 446-1,충청북도 음성군 음성읍 수정로,36.9350175,127.6910928
부산자갈치축제,2023-10-12,2023-10-15,부산광역시 중구 자갈치해안로 52,부산광역시 중구 남포동4가 37-1,부산광역시 중구 자갈치해안로 52,35.096718,129.0311198
202청도세계코미디아트페스티벌,2023-10-13,2023-10-15,경상북도 청도군 화양읍 청려로 1846,경상북도 청도군 화양읍 동천리 450,경상북도 청도군 화양읍 청려로,35.653014,128.7115611
예산장터삼국축제,2023-10-13,2023-10-19,충청남도 예산군 예산읍 천변로 160,충청남도 예산군 예산읍 대회리 233-4,충청남도 예산군 예산읍 천변로,36.6798884,126.8432427
2023청도반시축제,2023-10-13,2023-10-15,경상북도 청도군 화양읍 청려로 1846,경상북도 청도군 화양읍 동천리 457,경상북도 청도군 화양읍 청려로,35.653014,128.7115611
보은대추축제,2023-10-13,2023-10-22,충청북도 보은군 보은읍 군청길 38,충청북도 보은군 보은읍 이평리 45,충청북도 보은군 보은읍 군청길,36.4873421,127.7286098
희망달서 큰잔치,2023-10-13,2023-10-15,대구광역시 달서구 문화회관길 160(장기동),대구광역시 달서구 장기동 722-1,대구광역시 달서구 문화회관길 160,35.8432116,128.5227107
2023 관악강감찬축제,2023-10-13,2023-10-15,서울특별시 관악구 낙성대로 77,서울특별시 관악구 봉천동 228,서울특별시 관악구 낙성대로 77,37.4711594,126.9601859
아트페스타인제주,2023-10-13,2023-10-22,,제주특별자치도 제주시 일도1동 1146-22,제주특별자치도 제주시 일도1동 1146-22,33.5130207,126.5272881
동래읍성역사축제,2023-10-13,2023-10-15,부산광역시 동래구 문화로 80(명륜동),부산광역시 동래구 명륜동 137,부산광역시 동래구 문화로 80,35.2119855,129.0900989
영산강 서창들녁 억새축제,2023-10-13,2023-10-22,광주광역시 서구 서창둑길 377,광주광역시 서구 벽진동 505-1,광주광역시 서구 서창둑길 377,35.1384266,126.8287618
영도다리축제,2023-10-13,2023-10-15,부산광역시 영도구 해양로 301번길 55,부산광역시 영도구 동삼동 1165,부산광역시 영도구 해양로 301번길,35.079258,129.0783351
보수동책방골목문화축제,2023-10-13,2023-10-15,부산광역시 중구 흑교로46번길 11,부산광역시 중구 보수동1가 119-6,부산광역시 중구 흑교로46번길 11,35.103601,129.026191
개천예술제,2023-10-13,2023-10-22,경상남도 진주시 남강로 626,경상남도 진주시 본성동 415,경상남도 진주시 남강로 626,35.1899492,128.0809347
코리아드라마페스티벌,2023-10-13,2022-10-22,,경상남도 진주시 장대동 356-17,경상남도 진주시 장대동 356-17,35.1904047,128.0876959
대전효문화뿌리축제,2023-10-13,2023-10-15,대전광역시 중구 뿌리공원로 47,대전광역시 중구 안영동 71-2,대전광역시 중구 뿌리공원로 47,36.2853792,127.3830946
제15회 불교문화제전,2023-10-14,2023-10-14,,경상남도 산청군 단성면 묵곡리 949,경상남도 산청군 단성면 묵곡리,35.2779177,127.972267
인천생활문화축제,2023-10-14,2023-10-14,인천광역시 중구 내항로 67,,인천광역시 중구 내항로 67,37.4582148,126.616142
황매산 억새 축제,2023-10-14,2023-10-29,경상남도 합천군 가회면 황매산공원길 4,경상남도 합천군 가회면 둔내리 1319,경상남도 합천군 가회면 황매산공원길,35.4854452,127.9936282
구민화합 어울림한마당,2023-10-15,2023-10-15,대구광역시 동구 금호강변로 278,,대구광역시 동구 금호강변로 278,35.8599123,128.6944799
제16회 마포나루 새우젓축제,2023-10-20,2023-10-22,서울특별시 마포구 월드컵로 243-60(성산동),서울특별시 마포구 성산동 390-1,서울특별시 마포구 월드컵로 243-60,37.5637597,126.8963774
제47회 남명선비문화축제,2023-10-20,2023-10-21,경상남도 산청군 시천면 남명로240번길 33,경상남도 산청군 시천면 사리 900-27,경상남도 산청군 시천면 남명로240번길,35.2763406,127.8443616
제천의병제,2023-10-20,2022-10-22,충청북도 제천시 의림대로 125,충청북도 제천시 중앙로2가 26-1,충청북도 제천시 의림대로 125,37.139636,128.2106426
홍성한우바비큐페스티벌,2023-10-20,2023-10-22,충청남도 홍성군 홍성읍 아문길 27,충청남도 홍성군 홍성읍 오관리 98,충청남도 홍성군 홍성읍 아문길,36.6003442,126.6625582
합천기록문화축제,2023-10-21,2023-11-05,경상남도 합천군 가야면 가야산로 1160,경상남도 합천군 가야면 야천리 943,경상남도 합천군 가야면 가야산로,35.7797837,128.1103261
삼척평생학습박람회 및 책축제,2023-10-21,2023-10-22,강원도 강원도 삼척시청 청석로3길 16-41,강원도 강원도 삼척시청 교동 736,강원도 강원도 삼척시청 청석로3길,37.4489762,129.1770874
여수동동북축제,2023-10-21,2023-10-22,전라남도 여수시 소호로 606,전라남도 여수시 학동 201,전라남도 여수시 소호로 606,34.7561219,127.6586248
대한민국 국향대전,2023-10-21,2023-11-06,전라남도 함평군 함평읍 곤재로 27,전라남도 함평군 함평읍 수호리 1153-1,전라남도 함평군 함평읍 곤재로,35.0548493,126.5187247
제20회 사상강변축제,2023-10-21,2023-10-22,부산광역시 사상구 낙동대로 1310번길 19(삼락동),,부산광역시 사상구 낙동대로 1310번길,35.176769,128.9782282
천만송이 국화축제,2023-10-21,2023-10-30,전라북도 익산시 하나로 322,,전라북도 익산시 하나로 322,35.9492379,126.9860638
벌교꼬막축제,2023-10-27,2023-10-29,,전라남도 보성군 벌교읍 회정리 663-1,전라남도 보성군 벌교읍 회정리,34.8493806,127.3546527
예산황토사과축제,2023-10-28,2023-10-29,충청남도 예산군 예산읍 역전로 61-4,,충청남도 예산군 예산읍 역전로,36.6864234,126.8296873
여수밤바다 불꽃축제,2023-10-28,2023-10-28,,전라남도 여수시 중앙동 385-6,전라남도 여수시 중앙동 385-6,34.7388878,127.7361586
회남재 숲길걷기,2023-10-28,2023-10-28,경상남도 하동군 청암면 삼성궁길 86-15,,경상남도 하동군 청암면 삼성궁길,35.2393996,127.7029044
구미 푸드페스티벌,2023-10-28,2023-10-29,,경상북도 구미시 송정동 505,경상북도 구미시 송정동 505,36.1160994,128.3470238
치악산배축제,2023-11-01,2023-11-01,강원도 원주시 무실로 182,강원도 원주시 단계동 803-2,강원도 원주시 무실로 182,37.3411012,127.9388557
2023년 강남심포니오케스트라 제100회 정기연주회,2023-11-01,2023-11-01,서울특별시 송파구 올림픽로 300 롯데월드몰,,서울특별시 송파구 올림픽로 300,37.5131008,127.1034334
서천철새여행,2023-11-01,2023-11-01,충청남도 서천군 마서면 장산로 916,충청남도 서천군 마서면 도삼리 59,충청남도 서천군 마서면 장산로,36.0130471,126.7348235
가로수사랑음악회,2023-11-01,2023-11-30,전라남도 담양군 담양읍 지침3길 7-5,전라남도 담양군 담양읍 지침리 132-28,전라남도 담양군 담양읍 지침3길,35.3160988,126.9844717
제18회 부산불꽃축제,2023-11-01,2023-11-01,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,부산광역시 해운대구 중동2로 11,35.1629739,129.1637236
영도커피페스티벌,2023-11-03,2023-11-05,부산광역시 영도구 해양로 301번길 55,부산광역시 영도구 동삼동 1165,부산광역시 영도구 해양로 301번길,35.079258,129.0783351
반계리 은행나무축제,2023-11-04,2023-11-04,,강원도 원주시 문막읍 반계리 1495-1,강원도 원주시 문막읍 반계리,37.2972231,127.7783226
동인천 낭만시장,2023-11-04,2023-11-05,,인천광역시 동구 송현동(동인천역 북광장),인천광역시 동구 송현동,37.4868933,126.6398965
사천예술제,2023-11-04,2023-11-04,경상남도 사천시 삼천포대교로 471,,경상남도 사천시 삼천포대교로 471,34.9398379,128.0755158
부산불꽃축제,2023-11-04,2023-11-04,부산광역시 수영구 광안해변로 219,부산광역시 수영구 광안동 192-16,부산광역시 수영구 광안해변로 219,35.1537703,129.1184881
의좋은형제축제,2023-11-04,2023-11-05,충청남도 예산군 대흥면 의좋은형제길 3,충청남도 예산군 대흥면 상중리 274-1,충청남도 예산군 대흥면 의좋은형제길,36.6053851,126.7847103
진주국제농식품박람회,2023-11-08,2023-11-12,경상남도 진주시 동진로 415,경상남도 진주시 충무공동 8,경상남도 진주시 동진로 415,35.1828367,128.1355786
구미 라면축제,2023-11-10,2023-11-12,경상북도 구미시 원남로 8길 13,,경상북도 구미시 원남로 8길,36.1263539,128.3311461
2023 어린이동화페스티벌,2023-11-12,2023-11-12,서울특별시 관악구 신림로 3길 35,서울특별시 관악구 신림동 209-1,서울특별시 관악구 신림로 3길,37.4673684,126.9439578
왕버들기원제,2023-11-16,2023-11-16,,광주광역시 북구 충효동 911,광주광역시 북구 충효동 911,35.1848322,127.0009375
제5회 진안고원 가족공동체 김장문화축제,2023-11-18,2023-11-19,전라북도 진안군 진안읍 시장길 8-17,전라북도 진안군 진안읍 군상리 406-8,전라북도 진안군 진안읍 시장길,35.7925343,127.4292516
크리스마스 마켓,2023-11-20,2023-12-24,경기도 오산시 원동로37번길 37-1,경기도 오산시 원동 794,경기도 오산시 원동로37번길 37-1,37.1453702,127.0702336
마량포 해넘이.해돋이 축제,2023-12-01,2024-01-01,충청남도 서천군 서면 서인로 56,충청남도 서천군 서면 마량리 339-6,충청남도 서천군 서면 서인로,36.1458964,126.5323022
제10회 해운대 빛축제,2023-12-01,2023-12-01,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,부산광역시 해운대구 중동2로 11,35.1629739,129.1637236
광복로겨울빛트리축제,2023-12-01,2024-01-31,부산광역시 중구 광복중앙로 2,부산광역시 중구 광복동2가 6-5,부산광역시 중구 광복중앙로 2,35.0995056,129.0314652
제36회 해운대북극곰축제,2023-12-01,2023-12-01,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,부산광역시 해운대구 중동2로 11,35.1629739,129.1637236
제7회 제주국제합창축제&심포지움,2023-12-01,2023-12-01,제주특별자치도 제주시 한경면 노을해안로 1100,,제주특별자치도 제주시 한경면 노을해안로,33.2978379,126.167856
2023 신춘음악회,2023-12-02,2023-12-02,제주특별자치도 서귀포시 남원읍 신례동로 256,,제주특별자치도 서귀포시 남원읍 신례동로,33.3000025,126.635697
베르사유 궁전 왕립 오페라 오케스트라 내한공연,2023-12-03,2023-12-03,제주특별자치도 제주시 관덕로 19,,제주특별자치도 제주시 관덕로 19,33.5133704,126.5214334
히사이조 영화음악 콘서트,2023-12-04,2023-12-04,제주특별자치도 제주시 관덕로 11길 6,,제주특별자치도 제주시 관덕로 11길,33.5147271,126.5254922
히사이조 영화음악 콘서트,2023-12-05,2023-12-05,제주특별자치도 제주시 신대로12길 52,,제주특별자치도 제주시 신대로12길 52,33.4890539,126.4914878
제주국제관악제 - 봄시즌,2023-12-06,2023-12-06,제주특별자치도 서귀포시 안덕면 일주서로2100번길 46,,제주특별자치도 서귀포시 안덕면 일주서로2100번길,33.2579183,126.2941
국립남도국악원 대표작품 <섬>,2023-12-07,2023-12-07,제주특별자치도 서귀포시 표선면 돈오름로 170,,제주특별자치도 서귀포시 표선면 돈오름로,33.3311619,126.8093177
국립남도국악원 대표작품 <섬>,2023-12-08,2023-12-08,제주특별자치도 제주시 관덕로 19,,제주특별자치도 제주시 관덕로 19,33.5133704,126.5214334
금난세와 함께하는 CBS 평화콘서트,2023-12-09,2023-12-09,제주특별자치도 서귀포시 남원읍 신례동로 256,,제주특별자치도 서귀포시 남원읍 신례동로,33.3000025,126.635697
도립제주합창단 109회 정기연주회,2023-12-10,2023-12-10,제주특별자치도 제주시 한림읍 한림로 300,,제주특별자치도 제주시 한림읍 한림로,33.4007497,126.2436908
제주프라임필하모니오케스트라 협주곡의밤,2023-12-11,2023-12-11,제주특별자치도 서귀포시 산록남로 2847-37,,제주특별자치도 서귀포시 산록남로 2847-37,33.3067015,126.5852773
서귀포관악단과 함께하는 2023 신년음악회,2023-12-12,2023-12-12,제주특별자치도 제주시 한림읍 한림로 300,,제주특별자치도 제주시 한림읍 한림로,33.4007497,126.2436908
도립제주합창단108회 정기연주회,2023-12-13,2023-12-13,제주특별자치도 제주시 한림읍 한림로 300,,제주특별자치도 제주시 한림읍 한림로,33.4007497,126.2436908
가족 뮤지컬 <어린이 CAT>,2023-12-14,2023-12-14,제주특별자치도 서귀포시 표선면 녹산로 381-15,,제주특별자치도 서귀포시 표선면 녹산로,33.396036,126.729377
2023년 강남심포니오케스트라 제101회 정기연주회,2023-12-19,2023-12-19,서울특별시 송파구 올림픽로 300 롯데월드몰,,서울특별시 송파구 올림픽로 300,37.5131008,127.1034334
담양산타축제,2023-12-23,2023-12-25,전라남도 담양군 담양읍 메타프로방스 1길 17,전라남도 담양군 담양읍 학동리 586-1,전라남도 담양군 담양읍 메타프로방스,35.3219335,127.0018244
용인어린이상상의숲 특별행사 <메리 상상 크리스마스>,2023-12-24,2023-12-24,경기도 용인시 처인구 동백죽전대로 61,경기도 용인시 처인구 삼가동 28-6,경기도 용인시 처인구 동백죽전대로,37.2516527,127.1659836
정서진 해넘이 행사,2023-12-31,2023-12-31,인천광역시 서구 정서진1로 41,인천광역시 서구 오류동 1563,인천광역시 서구 정서진1로 41,37.557851,126.6066236
2024 카운트다운&해맞이 축제,2023-12-31,2024-01-01,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,부산광역시 해운대구 중동2로 11,35.1629739,129.1637236
부산시민의종 타종식,2023-12-31,2024-01-01,부산광역시 중구 용두산길 37-55(광복동2가),부산광역시 중구 동광동2가 17-6,부산광역시 중구 용두산길 37-55,35.1006679,129.0324484
여수향일암일출기원한마당,2023-12-31,2024-01-01,전라남도 여수시 향일암로 60 종무소,전라남도 여수시 돌산읍 율림리 산7,전라남도 여수시 향일암로 60,34.5927335,127.8035302
